media0,media1,media2,media3,media4,media5,media6,media7,media8,media9,media10,media11,media12,desvio0,desvio1,desvio2,desvio3,desvio4,desvio5,desvio6,desvio7,desvio8,desvio9,desvio10,desvio11,desvio12,classe
3.893485,-4.175137,2.736886,-1.502165,0.805637,-0.260124,0.121178,-0.526787,-0.114038,0.590009,0.459469,0.851284,-0.064746,4.020722,4.188970,2.845994,1.518031,0.946189,0.474849,0.363819,0.639317,0.357864,0.756733,0.619764,0.963595,0.306957,jackhammer
3.819505,-4.255357,2.691641,-1.636562,0.836681,-0.215498,0.083257,-0.447283,-0.056205,0.508774,0.453335,0.795316,-0.061173,3.942763,4.263173,2.789782,1.630037,0.975813,0.451469,0.352950,0.583254,0.355224,0.666413,0.605558,0.901991,0.305720,jackhammer
3.595545,-4.566574,2.664266,-1.733646,0.895786,-0.185112,0.193300,-0.304307,0.043106,0.480227,0.432379,0.859532,-0.030173,3.693378,4.593581,2.734598,1.761375,0.985984,0.481657,0.416575,0.495697,0.352723,0.615577,0.578808,0.940521,0.304850,jackhammer
3.207173,-4.703057,2.459071,-1.856069,0.930379,-0.286206,0.209573,-0.398938,0.065731,0.535051,0.528521,0.827085,-0.107171,3.461621,4.671573,2.637605,1.827021,1.106069,0.518979,0.467986,0.528670,0.418593,0.739425,0.749973,0.995781,0.309395,jackhammer
2.545804,-4.703495,2.598522,-2.087549,1.021663,-0.363278,0.202397,-0.586537,0.104493,0.567081,0.625811,0.767870,-0.181580,2.928525,4.619812,2.861901,2.014738,1.262690,0.513117,0.537374,0.612717,0.542595,0.860681,0.901852,1.022552,0.323846,jackhammer
2.491042,-4.746753,2.694918,-2.177566,1.190188,-0.289876,0.213571,-0.667080,0.154902,0.574985,0.662647,0.731523,-0.203854,2.858144,4.623561,2.959288,2.062975,1.455575,0.461662,0.578988,0.642599,0.613658,0.910737,0.959365,0.994154,0.345728,jackhammer
2.959165,-4.745927,2.505339,-1.979561,1.266858,-0.305199,0.154224,-0.635180,0.122722,0.574246,0.652297,0.726546,-0.251740,3.309912,4.563985,2.816060,1.799130,1.578891,0.485664,0.577504,0.605061,0.617216,0.941937,0.996627,1.036784,0.354900,jackhammer
2.904455,-4.804285,2.360155,-1.934648,1.068451,-0.404045,0.170312,-0.467487,0.192738,0.582624,0.728843,0.690363,-0.354464,3.376356,4.542803,2.785346,1.658477,1.488137,0.518983,0.673938,0.500271,0.739088,1.035178,1.168078,1.101726,0.352328,jackhammer
2.824287,-5.028822,2.329221,-1.935069,1.003117,-0.367009,0.210439,-0.459533,0.285400,0.624857,0.798715,0.681243,-0.342883,3.289361,4.782472,2.738915,1.668828,1.410398,0.529077,0.687006,0.462224,0.789663,1.060663,1.222292,1.083744,0.378052,jackhammer
4.234018,-1.720752,3.961605,-1.046857,2.194929,-0.805431,1.850160,-0.541878,-0.063378,0.024178,-0.164515,-0.412333,-0.490548,4.798622,1.409758,4.513776,0.831084,2.757491,0.625062,2.402360,0.459318,0.616351,0.641843,0.491893,0.360945,0.334995,jackhammer
4.137043,-1.857838,3.927379,-1.129432,2.186166,-0.837968,1.802244,-0.616367,-0.048810,0.025324,-0.137569,-0.429613,-0.584758,4.795488,1.425594,4.565315,0.789359,2.829381,0.565099,2.435598,0.435170,0.681023,0.725416,0.591479,0.390012,0.334291,jackhammer
4.817879,-1.946724,3.668415,-0.920951,1.951846,-0.620974,1.541280,-0.471643,-0.055795,0.298657,0.044491,-0.275853,-0.524270,5.464490,1.588809,4.261278,0.830436,2.560566,0.603460,2.141574,0.501792,0.618196,0.956469,0.696599,0.443885,0.349190,jackhammer
5.645697,-1.935800,3.354466,-0.622580,1.680313,-0.450286,1.224029,-0.363162,-0.041306,0.470485,0.033539,-0.216164,-0.363011,6.079959,1.739287,3.800299,0.685569,2.124470,0.533444,1.668362,0.452657,0.505579,0.924366,0.552524,0.378852,0.342662,jackhammer
5.908298,-1.972174,3.220820,-0.525130,1.686774,-0.429399,1.107521,-0.354455,-0.040089,0.465551,-0.041515,-0.248476,-0.326929,6.317211,1.824171,3.642024,0.713755,2.106011,0.604971,1.524497,0.498705,0.526186,0.886386,0.452511,0.374753,0.335388,jackhammer
6.099879,-1.945404,3.177390,-0.465000,1.678887,-0.261783,1.107361,-0.232584,-0.021006,0.608470,0.057312,-0.116011,-0.296037,6.472444,1.806708,3.548664,0.628427,2.053160,0.543740,1.489485,0.492971,0.527576,0.980799,0.500966,0.396941,0.341108,jackhammer
6.001545,-1.734055,3.124288,-0.386031,1.574602,-0.196832,1.181815,-0.102020,0.110916,0.690241,0.115434,-0.033891,-0.239231,6.322637,1.667836,3.447045,0.640098,1.908796,0.524600,1.502690,0.470945,0.544991,1.000663,0.485398,0.394347,0.308372,jackhammer
5.906655,-1.569418,3.218544,-0.182342,1.437413,-0.185536,1.165046,-0.036166,0.098727,0.635151,0.051927,-0.028074,-0.237951,6.225730,1.578394,3.541508,0.660011,1.783545,0.519748,1.484814,0.484642,0.517735,0.955243,0.438371,0.417912,0.328023,jackhammer
5.971576,-1.467584,3.247715,-0.281705,1.442610,-0.170900,1.258457,-0.004930,0.043188,0.520153,-0.020750,-0.061058,-0.256599,6.312579,1.463837,3.587711,0.648936,1.802754,0.553218,1.604086,0.497207,0.504791,0.869689,0.404568,0.399945,0.322926,jackhammer
4.668361,-1.453796,3.666780,-1.012014,2.106279,-0.692576,1.466806,-0.067304,0.050917,0.100702,0.050282,-0.000830,-0.500477,5.240683,1.184302,4.236440,0.807596,2.681762,0.565481,2.036461,0.645332,0.728270,0.732235,0.654349,0.591189,0.338235,jackhammer
4.516283,-1.616128,3.463007,-0.837817,2.152699,-0.693616,1.472943,-0.027397,0.127734,0.161870,0.094947,-0.009481,-0.456626,5.054377,1.361341,3.983764,0.788906,2.683414,0.607782,1.996727,0.641527,0.711950,0.728456,0.645458,0.557087,0.309210,jackhammer
2.535431,-1.668022,3.973962,-1.392664,2.925060,-1.244262,2.356489,-0.425888,0.549501,-0.516359,0.167941,-0.311255,-0.352159,2.979052,1.462305,4.384180,1.183369,3.326839,1.035245,2.760273,0.454441,0.993350,0.432723,0.643582,0.362864,0.329872,jackhammer
2.476664,-1.542333,4.028723,-1.419215,2.964656,-1.252481,2.326314,-0.538845,0.495782,-0.585574,0.204387,-0.341890,-0.299054,2.869800,1.393965,4.382884,1.274954,3.318516,1.086833,2.679805,0.521568,0.903139,0.507028,0.645318,0.359155,0.333391,jackhammer
2.253707,-1.377098,4.064217,-1.208875,2.907303,-1.251894,2.245483,-0.634936,0.321952,-0.580025,0.187112,-0.403535,-0.316471,2.675544,1.202697,4.446435,1.080389,3.283293,1.062656,2.620060,0.579440,0.768187,0.529395,0.660201,0.365934,0.326580,jackhammer
4.488638,-1.823840,3.561832,-0.882362,2.387281,-0.778440,1.714468,-0.174608,0.243885,0.031552,0.130838,-0.095604,-0.398663,4.963915,1.575221,4.026617,0.797247,2.863327,0.674738,2.173871,0.508504,0.752541,0.574685,0.619481,0.443887,0.292900,jackhammer
4.276405,-1.688108,3.496808,-0.878973,2.282047,-0.795815,1.724052,-0.156640,0.252645,0.057620,0.102238,-0.104265,-0.372586,4.730835,1.464093,3.936800,0.781619,2.728980,0.703485,2.160657,0.496178,0.755109,0.570398,0.575878,0.416434,0.311989,jackhammer
4.147257,-1.719610,3.746321,-0.866989,2.388524,-0.848120,1.864717,-0.206520,0.224348,0.018115,0.079006,-0.188404,-0.345445,4.573816,1.515318,4.153480,0.812471,2.809862,0.738650,2.277399,0.457797,0.709914,0.545595,0.547537,0.377240,0.322131,jackhammer
3.862165,-1.654203,3.915313,-0.813838,2.405474,-0.883089,1.940594,-0.236992,0.200916,-0.054698,0.005058,-0.261433,-0.303294,4.240710,1.492692,4.284780,0.782642,2.784434,0.774053,2.308902,0.484148,0.658732,0.466785,0.474066,0.353776,0.326903,jackhammer
3.717101,-1.518859,3.946980,-1.005549,2.362416,-1.036893,1.916480,-0.403370,0.245766,-0.099305,0.057105,-0.286964,-0.260025,4.059837,1.420618,4.270774,0.973711,2.700918,0.926281,2.250683,0.492156,0.680872,0.446430,0.503896,0.357855,0.362586,jackhammer
3.413251,-1.380547,3.979988,-1.188029,2.428805,-1.127348,1.904004,-0.472848,0.261172,-0.180444,0.043334,-0.317550,-0.335803,3.849072,1.245125,4.371170,1.036584,2.831277,0.952164,2.305449,0.505484,0.731564,0.488758,0.581432,0.391970,0.381236,jackhammer
2.968751,-1.376358,4.097338,-1.442170,2.535030,-1.268858,2.045964,-0.465323,0.403625,-0.334087,0.048262,-0.357490,-0.449165,3.517915,1.149441,4.597434,1.165619,3.047840,0.998672,2.551958,0.475611,0.965614,0.469475,0.652685,0.385551,0.371930,jackhammer
2.619606,-1.530955,3.997564,-1.478419,2.716026,-1.306197,2.249520,-0.367121,0.556236,-0.397234,0.132442,-0.337887,-0.471485,3.169354,1.242479,4.522259,1.167722,3.241230,1.002836,2.768912,0.449558,1.119360,0.410856,0.711879,0.368281,0.346946,jackhammer
2.125713,-1.179878,4.115493,-1.110568,3.156123,-1.080419,2.381640,-0.801628,0.313402,-0.693381,0.266112,-0.330030,-0.336498,2.632551,1.079939,4.514626,1.001417,3.559625,0.914562,2.781809,0.678779,0.772001,0.547165,0.715275,0.381475,0.333172,jackhammer
-0.205664,-2.320257,2.163197,-2.049841,0.688268,-1.597374,-0.216065,-1.662056,-0.321597,-1.144575,-0.574796,-1.110956,-0.168153,0.933628,2.249147,2.407746,1.970904,0.990447,1.524477,0.487673,1.573247,0.403879,1.068906,0.613005,1.052578,0.323625,jackhammer
-0.058491,-2.089333,1.886419,-2.286700,0.484659,-1.518873,-0.087231,-1.505176,-0.258048,-1.126066,-0.652837,-1.182495,-0.257527,0.883063,1.905165,2.212746,2.102892,0.874135,1.347826,0.523568,1.315682,0.345006,0.972384,0.618290,1.051738,0.337557,jackhammer
-0.145190,-1.987278,2.037823,-2.064684,0.520281,-1.396564,-0.064458,-1.498191,-0.346742,-0.939980,-0.674964,-1.105516,-0.236786,1.207860,1.839395,2.387233,1.934371,0.888135,1.231507,0.597576,1.364814,0.339146,0.857484,0.615669,0.973337,0.340273,jackhammer
-0.137023,-2.118185,1.805820,-2.235869,0.628390,-1.259568,0.158398,-1.519982,-0.287425,-1.239923,-0.847033,-1.263515,-0.227342,0.883051,1.982000,2.102892,2.106727,0.976382,1.131076,0.576507,1.370257,0.321894,1.120145,0.731053,1.121727,0.302070,jackhammer
0.109056,-2.339159,1.957720,-2.042640,0.629345,-1.273117,0.279130,-1.413033,-0.404162,-1.081245,-0.663404,-1.285885,-0.516658,1.335011,1.928018,2.554274,1.614720,1.230434,0.891885,0.907013,1.042803,0.382425,0.737467,0.483749,0.909608,0.316479,jackhammer
0.260767,-2.019640,1.775556,-2.350811,0.542319,-1.047233,0.227553,-1.610146,-0.558508,-1.225899,-0.808528,-1.388743,-0.669255,1.604482,1.437607,2.535386,1.770574,1.300460,0.569475,0.988219,1.081037,0.397858,0.722412,0.505465,0.885745,0.384178,jackhammer
0.456440,-2.063238,1.744525,-2.353193,0.364172,-1.444768,0.284611,-1.349151,-0.440171,-1.270141,-0.793008,-1.551655,-0.607874,1.471152,1.550801,2.434257,1.826942,1.060491,0.931933,0.978054,0.843618,0.375316,0.822454,0.514693,1.057508,0.350798,jackhammer
0.051547,-2.156597,1.590246,-2.255231,0.330254,-1.523549,0.263377,-1.603899,-0.430391,-1.117220,-0.954460,-1.707920,-0.608655,1.081937,1.644373,2.305937,1.732313,1.042517,1.009732,0.971713,1.066394,0.403960,0.669551,0.541875,1.198718,0.348383,jackhammer
0.051348,-2.301746,1.637132,-2.210912,0.583197,-1.321532,0.105733,-1.480917,-0.515190,-1.275274,-0.928919,-1.652139,-0.455137,1.452801,1.955134,2.191531,1.830964,1.128997,0.973267,0.720869,1.149598,0.397354,0.946845,0.619793,1.302386,0.343807,jackhammer
0.279928,-2.158551,1.452009,-2.338647,0.564071,-1.581458,0.072477,-1.503508,-0.608600,-1.470590,-0.780231,-1.389073,-0.378160,1.247696,1.834315,1.924055,2.020690,1.040920,1.273323,0.628363,1.204165,0.455686,1.176253,0.561322,1.101896,0.348330,jackhammer
5.584367,-2.506350,1.404157,-0.086400,0.307199,0.120422,-0.147808,-0.297810,-0.284767,0.212750,-0.086361,-0.432270,0.399563,5.443788,3.043018,1.088152,0.613687,0.427491,0.483933,0.683027,0.793438,0.772225,0.426518,0.567402,0.901344,0.312356,jackhammer
6.124031,-2.680956,1.406630,-0.084872,0.180871,0.175672,-0.264516,-0.428680,-0.248081,0.304147,-0.177883,-0.375362,0.386066,5.931860,3.151793,1.113786,0.617485,0.462957,0.422703,0.754334,0.895712,0.715559,0.342278,0.633287,0.826993,0.300747,jackhammer
5.935813,-2.518956,1.379107,-0.076087,0.130855,0.182260,-0.278347,-0.309298,-0.231059,0.319337,-0.228395,-0.348023,0.381099,5.773411,3.006701,1.093371,0.620925,0.483514,0.417465,0.749384,0.789772,0.693409,0.337659,0.679496,0.793408,0.301053,jackhammer
6.501713,-1.680931,1.301582,-0.434279,0.271027,0.016459,-0.263613,-0.030534,-0.395068,0.257018,-0.042388,-0.527354,0.675334,6.009054,2.435602,0.837097,1.200294,0.579798,0.753558,1.009536,0.794406,1.126294,0.565659,0.791063,1.279525,0.465514,jackhammer
6.737713,-1.357438,1.026745,-0.528985,0.195207,0.097581,-0.171272,-0.104513,-0.217637,0.305265,-0.115816,-0.562369,0.493241,6.447199,1.950382,0.868718,1.088680,0.458574,0.530648,0.780476,0.683047,0.799330,0.412478,0.695124,1.125308,0.433266,jackhammer
6.421055,-1.972452,1.140011,-0.135585,0.330417,0.089319,0.109542,-0.226332,-0.314010,0.421600,-0.275821,-0.469673,0.616257,5.867766,2.651825,0.664436,0.840760,0.476129,0.627348,0.616722,0.907053,1.004615,0.376468,0.943004,1.133531,0.332792,jackhammer
7.176483,-1.504309,0.971577,-0.416619,0.201156,0.106776,-0.014802,-0.074781,-0.126743,0.405982,-0.103701,-0.560768,0.434470,6.929771,2.066073,0.902835,0.937667,0.502368,0.488388,0.602274,0.632069,0.662540,0.406101,0.636389,1.069180,0.473525,jackhammer
6.817731,-1.454211,1.044064,-0.415402,0.193009,0.077511,0.088396,-0.110697,-0.229767,0.492604,-0.166326,-0.605508,0.465447,6.490914,2.028090,0.825042,0.980804,0.520413,0.552682,0.531173,0.700671,0.776062,0.364363,0.722631,1.127074,0.433494,jackhammer
6.864715,-1.587478,1.032301,-0.483317,0.137332,-0.006101,0.044565,-0.215981,-0.285517,0.515451,-0.250152,-0.630930,0.455985,6.532327,2.153135,0.790734,1.016536,0.522395,0.595915,0.551991,0.765209,0.804362,0.342205,0.776453,1.145523,0.396823,jackhammer
7.222129,-1.705750,0.951100,-0.338672,0.144975,0.102040,0.125614,-0.167606,-0.184150,0.565433,-0.233953,-0.639789,0.449012,6.909198,2.238371,0.782777,0.881982,0.523528,0.511621,0.535600,0.725601,0.725514,0.396183,0.760274,1.148865,0.468991,jackhammer
7.771804,-1.063507,0.618528,-0.326111,0.107125,0.227390,0.227710,-0.051586,-0.048966,0.560940,-0.135771,-0.624257,0.423139,7.516253,1.698776,0.784116,0.860165,0.523942,0.399657,0.548157,0.636841,0.574910,0.496568,0.664046,1.131507,0.611616,jackhammer
7.938321,-1.021878,0.736937,-0.312585,0.021193,0.123226,0.234576,-0.114640,-0.203550,0.612108,-0.136869,-0.528587,0.601016,7.521872,1.859255,0.840491,1.026201,0.760626,0.617300,0.616286,0.847496,0.908973,0.462169,0.823774,1.217598,0.625861,jackhammer
7.871532,-1.208198,0.929747,-0.183004,0.096613,0.092023,0.213327,-0.223749,-0.363758,0.473578,-0.267967,-0.448371,0.640328,7.428968,2.112111,0.845087,0.931488,0.750318,0.685080,0.591885,0.964010,1.073005,0.466683,0.972780,1.168275,0.483315,jackhammer
7.192234,-1.492838,0.946998,-0.119979,0.251837,0.100925,0.118543,-0.234802,-0.217835,0.337313,-0.290398,-0.486216,0.517759,6.856454,2.250459,0.771096,0.745436,0.489264,0.561669,0.540070,0.842953,0.814417,0.422774,0.874099,1.079578,0.405246,jackhammer
-4.241922,0.751564,0.478022,-0.573052,0.890100,-0.562864,1.355501,-0.309966,0.719077,-0.350044,0.872738,-0.316078,-0.213175,4.156261,1.051214,0.880558,0.608951,1.160283,0.612087,1.644932,0.406344,1.011103,0.391837,1.133461,0.341383,0.313671,jackhammer
-4.014473,0.482000,0.691042,-0.586129,0.910924,-0.491719,1.202635,-0.234209,0.553703,-0.282925,0.850970,-0.290442,-0.104649,4.018015,0.724613,0.933968,0.747903,1.102284,0.622715,1.394856,0.349998,0.741006,0.362298,1.017108,0.436254,0.276598,jackhammer
-4.338850,0.386529,0.428777,-0.058620,0.715085,-0.534678,1.274086,-0.356389,0.666351,-0.367422,0.912334,-0.070909,0.062285,4.547852,0.473833,0.622077,0.541327,0.748449,0.800819,1.326871,0.640316,0.688896,0.507352,0.908334,0.324977,0.326356,jackhammer
-3.818240,0.584058,0.404962,-0.353841,0.738270,-0.465091,1.384566,-0.208280,0.533703,-0.361020,0.979968,-0.213070,0.133448,4.062152,0.635530,0.610978,0.689111,0.738678,0.774356,1.347522,0.485536,0.539833,0.624065,0.929980,0.524459,0.335808,jackhammer
-3.805841,0.442170,0.511297,-0.635850,0.819819,-0.457818,1.310552,-0.195678,0.482714,-0.323384,0.880918,-0.322566,-0.060256,3.872574,0.664322,0.775634,0.792962,0.965951,0.638995,1.455794,0.394501,0.648911,0.448827,1.000837,0.434826,0.333529,jackhammer
-3.903105,0.528862,0.507890,-0.677836,0.853536,-0.462234,1.278504,-0.401902,0.581835,-0.284447,0.889351,-0.168162,-0.225745,3.809722,0.879742,0.903220,0.685283,1.157659,0.556996,1.590882,0.387692,0.886155,0.334166,1.163344,0.329001,0.337355,jackhammer
-3.917047,0.541818,0.481882,-0.456917,0.928665,-0.407333,1.261404,-0.257636,0.678616,-0.358515,0.971632,-0.129026,-0.108094,3.917908,0.818686,0.784711,0.657098,1.116781,0.652278,1.449824,0.361827,0.860985,0.439514,1.142331,0.404932,0.374291,jackhammer
-3.933961,0.344449,0.494464,-0.572126,0.936626,-0.509363,1.185068,-0.270396,0.554323,-0.278284,0.794326,-0.041644,-0.176639,3.882519,0.676456,0.846514,0.644770,1.192160,0.621218,1.450162,0.352507,0.807136,0.333492,1.035581,0.388502,0.365093,jackhammer
-3.937443,0.518111,0.680009,-0.580764,0.978960,-0.585009,1.189472,-0.194168,0.538966,-0.322664,0.907163,-0.134544,-0.192296,3.858821,0.827235,1.010933,0.670167,1.243205,0.691729,1.461431,0.360161,0.817132,0.353011,1.156254,0.384300,0.369141,jackhammer
-3.987872,0.465075,0.462460,-0.417208,0.844530,-0.424364,1.191231,-0.269227,0.474210,-0.230014,0.967308,-0.274431,0.054294,4.148042,0.606932,0.625111,0.656583,0.892410,0.694164,1.227042,0.478024,0.539906,0.451405,0.974435,0.519104,0.369567,jackhammer
-4.232087,0.444587,0.531520,-0.351370,0.770575,-0.445099,1.010709,-0.155222,0.455616,-0.287403,0.845990,-0.271941,-0.050640,4.318479,0.638543,0.745431,0.631152,0.909152,0.593557,1.134940,0.403163,0.612358,0.416333,0.976959,0.429652,0.323231,jackhammer
-3.977605,0.337525,0.517526,-0.349458,0.546719,-0.448753,1.157660,-0.278623,0.430855,-0.294540,0.787835,-0.246171,0.037499,4.118315,0.527851,0.646267,0.642194,0.649410,0.683546,1.218421,0.511426,0.515174,0.485921,0.826085,0.460113,0.326623,jackhammer
0.161123,-1.306059,0.866764,-0.643471,0.814787,-0.168886,0.819541,-0.452753,0.177024,-0.310653,0.496663,-0.689499,-0.326245,1.126886,1.127978,1.295140,0.533322,1.207207,0.492543,1.270445,0.446262,0.639313,0.407064,0.927213,0.474684,0.326100,jackhammer
-0.477978,-1.311119,0.959797,-0.612199,0.732414,0.020204,1.079265,-0.427558,0.121472,-0.101804,0.639653,-0.699105,-0.346081,0.799042,1.089978,1.397704,0.495389,1.154428,0.550941,1.516405,0.419598,0.594790,0.516053,1.045167,0.485815,0.308051,jackhammer
-0.909347,-1.235008,0.789188,-0.558887,0.744881,0.181814,0.979143,-0.366697,0.202457,-0.043729,0.699435,-0.635316,-0.303892,0.815094,1.034742,1.207487,0.502403,1.146982,0.613274,1.373625,0.416338,0.616937,0.507474,1.066133,0.478897,0.311490,jackhammer
1.208929,-1.493998,0.633129,-0.698202,0.932004,-0.189960,0.833260,-0.523536,0.072839,-0.408904,0.267858,-0.586036,-0.094966,2.281392,1.535035,0.909867,0.772858,1.119276,0.514346,1.088561,0.629043,0.432673,0.516848,0.552095,0.625331,0.375056,jackhammer
-0.281267,-1.521840,0.861552,-0.906814,1.026842,-0.504628,1.085141,-0.255110,0.343388,-0.292228,0.296876,-0.497376,-0.068811,1.026043,1.538535,1.021899,0.951881,1.161023,0.697358,1.221879,0.390762,0.536440,0.419867,0.511649,0.547112,0.321930,jackhammer
-0.357294,-1.595168,0.729423,-0.889414,1.273000,-0.514191,1.020559,-0.290983,0.398442,-0.287244,0.325190,-0.393468,-0.114693,0.966435,1.568343,0.932732,0.896635,1.465371,0.665489,1.197685,0.416968,0.620711,0.383442,0.565101,0.421507,0.307961,jackhammer
0.152559,-1.754242,0.525296,-0.734761,1.374301,-0.514698,0.859680,-0.432933,0.390249,-0.222363,0.240968,-0.369925,-0.034084,1.306851,1.789396,0.688342,0.848505,1.483822,0.678547,0.969816,0.568430,0.542533,0.419835,0.472434,0.484481,0.376617,jackhammer
0.579099,-1.866636,0.328239,-0.762353,1.237067,-0.428860,1.065350,-0.457212,0.378894,-0.073074,0.163362,-0.303938,0.147234,1.465490,2.073504,0.444584,1.031825,1.192436,0.717838,1.007995,0.728398,0.401189,0.420968,0.381464,0.584612,0.367848,jackhammer
-0.087799,-1.521067,0.640445,-1.015241,1.230777,-0.474455,0.881796,0.021056,0.393724,-0.387265,0.375931,-0.415918,-0.039430,0.969360,1.553856,0.796147,1.076829,1.329922,0.699939,1.001197,0.358477,0.546778,0.493348,0.556112,0.513706,0.345819,jackhammer
-0.138158,-1.698517,0.608648,-1.125957,1.118964,-0.631378,0.911808,-0.030708,0.284611,-0.346944,0.516770,-0.262932,-0.071227,0.859863,1.694840,0.785230,1.162471,1.250912,0.755704,1.071609,0.315515,0.504830,0.424303,0.673284,0.380090,0.418453,jackhammer
-0.274061,-1.781627,0.565802,-1.189203,1.097993,-0.730575,0.875695,0.022948,0.295140,-0.273378,0.485790,-0.333663,-0.081543,0.655938,1.758620,0.742555,1.228617,1.243545,0.792281,1.041645,0.331442,0.551740,0.395510,0.665599,0.438722,0.402245,jackhammer
-0.091995,-1.761977,0.485561,-1.097255,1.152794,-0.635539,0.887184,0.010932,0.375390,-0.250969,0.308122,-0.461506,-0.020235,0.782298,1.792920,0.625640,1.188679,1.243808,0.781632,0.992591,0.379842,0.571015,0.437924,0.495108,0.561901,0.332960,jackhammer
-0.130425,-1.657309,0.644552,-0.979708,1.221578,-0.511487,1.059779,-0.117738,0.314951,-0.271020,0.245661,-0.487499,-0.011968,0.892236,1.704764,0.777484,1.059770,1.296488,0.710930,1.160431,0.408531,0.482318,0.438917,0.458813,0.582799,0.318810,jackhammer
-0.364973,-1.397368,0.841620,-0.976105,1.269775,-0.441913,1.116139,-0.254022,0.187806,-0.326757,0.191880,-0.466791,-0.041772,0.777883,1.436355,0.960438,1.013282,1.364285,0.643699,1.246123,0.455494,0.401584,0.473473,0.437826,0.524530,0.306529,jackhammer
-0.351965,-1.219360,0.759715,-0.940433,1.287767,-0.417428,1.062066,-0.332933,0.199902,-0.426179,0.132702,-0.351099,-0.001828,0.788825,1.300960,0.861192,1.020247,1.353119,0.632014,1.151507,0.518577,0.395500,0.541994,0.367427,0.484563,0.309193,jackhammer
0.742784,-1.485885,0.412294,-0.765374,1.251387,-0.295551,1.094780,-0.212387,0.321593,-0.324902,0.162091,-0.302168,0.115888,1.797858,1.688899,0.602858,1.015625,1.205516,0.595863,1.060478,0.494719,0.403562,0.552490,0.340286,0.541252,0.321246,jackhammer
-0.354033,-1.313878,0.677473,-1.142714,1.155365,-0.384460,0.851896,-0.360748,0.469271,-0.250058,0.417736,-0.415277,0.063173,0.802992,1.454053,0.726957,1.270971,1.151811,0.689959,0.889626,0.550416,0.553713,0.474914,0.498328,0.606804,0.320626,jackhammer
-0.006957,-1.221651,0.681786,-1.141385,1.182198,-0.477997,0.716652,-0.514426,0.338592,-0.357744,0.340653,-0.431308,0.027275,0.797909,1.326441,0.749938,1.239740,1.223623,0.723057,0.803700,0.685470,0.509850,0.524674,0.455971,0.576277,0.320354,jackhammer
0.044378,-1.255039,0.657219,-0.993450,1.248209,-0.436868,0.804273,-0.515361,0.339062,-0.362544,0.359550,-0.432293,-0.009692,0.758885,1.320092,0.767053,1.074845,1.330077,0.653974,0.933393,0.673413,0.516587,0.504876,0.503177,0.530167,0.298961,jackhammer
-0.203867,-1.285836,0.575174,-0.900809,1.278519,-0.295107,0.941429,-0.375497,0.426285,-0.367868,0.410358,-0.368539,0.007899,0.582520,1.350017,0.689249,1.003418,1.338350,0.562248,1.010446,0.566462,0.536467,0.494293,0.523482,0.501368,0.298242,jackhammer
0.113708,-1.477331,0.514805,-0.893481,1.234536,-0.226248,0.926898,-0.358026,0.407803,-0.297636,0.406371,-0.387303,0.048521,0.936020,1.591733,0.614373,1.042329,1.261050,0.555034,0.967577,0.575402,0.502674,0.486136,0.514878,0.556127,0.319486,jackhammer
-0.775122,-1.369689,0.748846,-0.965791,1.251117,-0.252661,1.025845,-0.044681,0.695043,-0.526182,0.223428,-0.519808,-0.202823,0.733740,1.235392,1.033406,0.925103,1.546510,0.499875,1.327480,0.363658,0.966499,0.491602,0.585767,0.474777,0.305103,jackhammer
-0.806209,-1.395445,0.821569,-0.881799,1.295598,-0.143019,1.172007,-0.102174,0.697198,-0.537171,0.204735,-0.539384,-0.178444,0.808208,1.293241,1.077162,0.805166,1.546795,0.449508,1.436237,0.319943,0.942188,0.530111,0.533271,0.513243,0.299985,jackhammer
-0.669038,-1.386392,0.756419,-0.994891,1.331828,-0.228303,1.159412,-0.087649,0.684568,-0.470362,0.224487,-0.454772,-0.110972,0.873509,1.349046,0.940964,0.955483,1.508304,0.455987,1.348107,0.329546,0.863878,0.526335,0.521655,0.515530,0.314272,jackhammer
-0.533713,-1.228224,0.691234,-1.124838,1.341533,-0.291127,1.114276,-0.116818,0.647055,-0.413113,0.287196,-0.277774,-0.033536,0.877147,1.281327,0.808924,1.159446,1.436538,0.489614,1.231856,0.355264,0.752428,0.530329,0.492593,0.420874,0.328920,jackhammer
-0.247206,-1.267544,0.535514,-1.053472,1.300072,-0.203905,1.055620,-0.174928,0.555669,-0.348798,0.263644,-0.240889,0.055905,1.380192,1.435761,0.684952,1.212857,1.314847,0.500420,1.089078,0.450909,0.606560,0.537909,0.406560,0.466678,0.351352,jackhammer
-0.753288,-1.551030,0.631193,-1.213700,1.151569,-0.463066,0.920289,-0.233874,0.687913,-0.433233,0.376933,-0.365874,0.065453,1.267396,1.711565,0.764730,1.362848,1.169253,0.718207,0.955188,0.471413,0.727441,0.610038,0.481550,0.569550,0.298852,jackhammer
-0.500601,-1.521701,0.574726,-1.185365,1.082987,-0.424449,1.038708,-0.334987,0.659876,-0.395138,0.359608,-0.267447,0.071379,1.120517,1.695406,0.697277,1.337358,1.109199,0.694328,1.081347,0.544655,0.686435,0.602016,0.433803,0.466098,0.293870,jackhammer
-0.329073,-1.257510,0.600895,-1.016611,1.094475,-0.356616,1.195411,-0.375589,0.602028,-0.311026,0.332010,-0.231327,0.082302,0.937652,1.429520,0.649565,1.176993,1.121709,0.661175,1.200089,0.585820,0.616293,0.555883,0.416822,0.452641,0.311681,jackhammer
